Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight,Stage of Life
M,0.5699816794578928,0.1712087138140114,0.0981086335140235,1.2731151567254253,0.0254523457024055,0.1123881755918538,0.1085308781971021,Adult
M,0.7114108150536755,0.2078090338555984,0.4971499784307699,1.1944860101401544,0.0171239874329755,0.087510797392575,0.1139129404608858,Adult
I,0.615897838973145,0.2406391634740356,0.0892876436762194,1.168776221373279,0.01636934829103,0.0734687175986397,0.0682210781666381,Adult
I,0.5326961047688024,0.0764663236981386,0.1144447558714468,1.2172716310409455,0.0933752218172885,0.1123860104634232,0.0285133539219688,Adult
I,0.3929262642103722,0.2009058009452795,0.0676305811547614,0.2539728366076833,0.0343866799086135,0.0248918240474802,0.0067610084961849,Child
M,0.3644638362889757,0.3098731007056223,0.1056902622103251,0.3129419450099286,0.0611404787818788,0.1064781096977691,0.119121781991572,Adult
M,0.3645787864836874,0.3044082598171069,0.1238095153049052,0.2008196783291873,0.0527391923011574,0.0494361944700926,0.074256282168493,Adult
M,0.4249708593036232,0.2922591826244791,0.1517068535481217,0.2752524058699786,0.1509184872520104,0.0949386165174706,0.0201230380405541,Child
I,0.5781821638717173,0.1594006879493844,0.1169248128432707,0.9887445542751636,0.2293573123861462,0.1264769446240682,0.0718475490331334,Adult
M,0.6094520334590862,0.1565701862500081,0.0006714634403035,1.0733504963489895,0.004354533448742,0.1664956336029522,0.0893569239057889,Adult
I,0.5748405082530006,0.1063136734643369,0.0559101437404861,1.0397743855090356,0.0385331862625608,0.1086320760791114,0.036560611075462,Adult
M,0.5008634366335944,0.1499090487245761,0.0175418756020764,0.92491666462178,0.0306635426210419,0.0780624810120605,0.1110711528802297,Adult
M,0.2693838763852285,0.1513618348807721,0.1282916387273564,1.6255826721964723,0.1580633949598503,0.4821788379404636,0.0157072151653718,Adult
I,0.1079729970920764,0.047530513549485,0.0398970152900529,1.5826864574725492,0.2259509362850623,0.387125585939201,0.0226986284243582,Adult
I,0.1767120526729856,0.1468115871884417,0.0486378694759289,1.567956031558166,0.1437519216161952,0.4033095140425727,0.0274048188779197,Adult
I,0.2385403104478934,0.2264002031488591,0.0616039517565314,1.6430612657032024,0.2141771956489233,0.3122237515741449,0.0614044396411255,Adult
I,0.0495182903940759,0.0037032704441785,0.0566183469028152,2.1352399754022877,0.4051595322376409,0.1649017148914489,0.0875715482657045,Child
M,0.107301585314488,0.0783574100697531,0.4970994089144503,2.1999309439662,0.3241126861014983,0.1715957825291176,0.1419338818879575,Adult
I,0.0782667977401685,0.071699379334681,0.0868354110809639,2.102826453290736,0.4442986486464617,0.2550971799304357,0.2065076462485768,Child
I,0.1015052500204335,0.088488122627317,0.0200554486694181,2.138916591177624,0.4385959913763919,0.2444701276675746,0.0917480613293653,Child
F,0.8098998597882546,0.5527581640743465,0.2441545068875771,1.803463456386155,0.9325489930184256,0.3115455568549911,0.552607295699615,Adole
F,0.8394420352517421,0.5597686080345609,0.3008046397158813,1.8828882802731668,0.9467876522668844,0.2841065543425766,0.6333193347460715,Child
I,0.8129174083004675,0.5057447165303754,0.2760209582925304,1.6852468055076324,0.9090980693384124,0.1861430058103582,0.5356089352802469,Adult
M,0.8578833640744503,0.5980177411904205,0.3334840505656909,1.7671181480866045,0.9638961805220732,0.1333400478147651,0.5980707123691501,Adult
I,0.7341678606030936,0.5545538847368271,0.1452991323987322,1.7896347252741565,0.98383418594558,0.4373076314346127,0.3546420502279332,Adole
F,0.8341013745812921,0.5133070711508032,0.1459532278990694,1.7907415771419692,0.8028723330576157,0.5219714024164074,0.3621643849427267,Adole
I,0.7088171158514193,0.5963309997028245,0.2112699194258391,1.625767724842277,0.8362238619607366,0.4401047404256263,0.3103390354197855,Adole
I,0.8027201380479804,0.5292113508234313,0.2033894298663598,1.8343960395990933,0.9477268384250588,0.4836582237134051,0.3943643897681956,Child
I,0.8534707527857663,0.4598626394070469,0.161719830900343,2.108388740683035,0.8626918736564626,0.5169668269130525,0.7227923257409453,Child
I,0.7589270257171403,0.4569565508647891,0.250976279176306,2.082784303911949,0.8846236358272437,0.4574651942864207,0.7096063553099837,Child
I,0.773348150222811,0.4865645348188097,0.2576108250703014,2.1541721677071064,0.9097460636018287,0.436741355665623,0.6126741378126591,Child
F,0.7290810788748304,0.4815625727146442,0.2828867906514425,2.1036867884668844,0.9773778122652887,0.5001935594608206,0.6106302738743127,Adole
F,0.9406870676290195,0.8110832886061156,0.094660523798562,2.081610567499562,0.753542754400125,0.3370228472926331,0.3343586233839072,Adult
I,0.9095187479817396,0.7061555332970707,0.156143393218209,2.221233693009937,0.7950592886399686,0.3940879660360555,0.3073489388002455,Child
I,0.8828678990474218,0.7034769975079733,0.0832906184700847,2.08731568804344,0.7815096842925544,0.3493817779473602,0.2615077734537034,Child
I,0.9436271826656027,0.6395835117893354,0.0988445969499532,2.153799123884313,0.7716052564681327,0.3421110547207298,0.3742310220387719,Child
I,0.8754795969501095,0.6130085250232855,0.1500036897420457,1.1622568113495328,0.4490268208145766,0.2390564962330915,0.2933111936602545,Child
M,0.8378437941702714,0.5892075205368282,0.1505440918416488,1.0904922655906697,0.3914876188537798,0.1856998323208014,0.2843228725307651,Adult
I,0.8045513755129775,0.4970979722890239,0.1983792425592989,1.1545158393888335,0.5051357127596525,0.200850159392827,0.3459119479769666,Adole
I,0.806516364640198,0.5298549781619825,0.2457629626976068,1.2705079845613592,0.47813553560116,0.2257315185877194,0.3283888775447969,Adult
I,0.3328235581910201,0.2652727654312176,0.172339787575301,1.1584830225190688,0.5279243862968044,0.2004866190383504,0.3098957524072646,Child
F,0.2997282965981658,0.260216270517455,0.1003482842604365,1.1470270080270906,0.4575908146555215,0.2505705924282635,0.3682151175673475,Child
I,0.2167020184547418,0.1683171233573476,0.0790359132770246,1.2582432388755,0.5096381414652058,0.2710076020224775,0.2092450636382085,Child
I,0.3366420203492081,0.2658038112057332,0.1066148879899342,1.1816590054290177,0.5255310108970979,0.2139885184916491,0.2976022330252107,Child
I,1.0378988655605887,0.7559772520681124,0.2451378549294408,2.940272026507463,1.2179315185345805,0.7747707950716016,0.9277130660152472,Child
M,1.056651016567342,0.8959527308193167,0.3204727418226762,2.7892459208411315,1.1381357267291703,0.6083182065344952,0.9454890278672052,Adult
F,1.1033638750418102,0.7778585413217068,0.3226109205702949,2.883193934379628,1.183766701657882,0.8031908110363293,0.8770450469422307,Adult
M,1.0566818972072365,0.8343286296179961,0.3346522873017381,2.849898924088777,1.2218056730936682,0.671686183043232,0.934140342551356,Adult
I,0.4719448893074618,0.2687080221103703,0.063340693047075,1.3424778494080605,0.5063060246450923,0.2075349481571441,0.2496811139821136,Adult
I,0.4312383330262117,0.3220999386525844,0.120541681405347,1.2303977258629957,0.6027710762247479,0.1652920463173464,0.3180541063142536,Adole
I,0.4057638199825273,0.3336927083251649,0.1539619101771363,1.3012468263721595,0.5091680257365243,0.2020435593119368,0.3591370401205263,Adult
I,0.3833978565088203,0.3027210072065295,0.1214225113218696,1.2763338672941589,0.5707436512994726,0.2437091460599337,0.3389358765009345,Adole
I,0.9563596752476348,0.7358868378453297,0.3229377074108999,2.640390840877512,1.127900255892212,0.6602761619338599,0.8375930675526125,Child
M,1.0016490071349986,0.8883649735088018,0.326182408019402,2.635864954867261,1.1259527958822153,0.590631986838188,0.9001477186932328,Adult
F,0.9859679394113258,0.7457013839109358,0.2691595020145864,2.6298117613523515,1.111859559543724,0.5794863396845207,0.8308967614507468,Adult
M,0.9818725593518568,0.7752611160167221,0.3109600899706416,2.65196030250418,1.1494654484498688,0.6241331789339767,0.868006512990198,Adult
F,1.1602639382747697,0.893264062371385,0.3589861674854167,3.0475108151604844,1.3123691103142634,0.7244490413406834,0.990638351460926,Adult
I,1.1810013186565058,1.0027398306095332,0.3624171516869127,3.0905185903105723,1.2616772358877004,0.7667503873711168,1.0606163915419988,Child
M,1.0814772839507851,0.8525037330477799,0.3862783165752508,3.101680177438711,1.2196928871498736,0.7640408495318634,0.9933138350959576,Adult
M,1.131491235062616,0.8933961432192702,0.3583444846328346,3.048794700075315,1.2941458977374678,0.7192391871524874,1.000274172112514,Adult
F,0.2958473489744093,0.2391526592808906,0.1023031865527017,1.2094587370434449,0.5241912287362523,0.2348760973669871,0.3076585247461257,Child
I,0.374189031004056,0.3150810841437944,0.1867815987699762,1.2337118052546592,0.6340928939381029,0.2514102585083396,0.3379645404933046,Child
F,0.3167620723944351,0.211317871209291,0.0647737978350118,1.2198997952989026,0.4860438941511457,0.1666926603892402,0.3237425794373949,Child
M,0.3459931875811305,0.2731872504058925,0.1095764126563213,1.2005939778020458,0.5345735389775728,0.219932644005306,0.3058689617203555,Child
I,1.0742127940615858,0.9066560761642952,0.2288538968525459,2.7187352480914546,1.0969477682808564,0.6160409408057794,0.8928602101988385,Child
I,0.952825912256876,0.7740602612028443,0.3983529864490449,2.9392911427992177,1.2143741269857773,0.7582615070734604,0.9632090413900212,Child
M,1.0743437202224049,0.847372715012993,0.3003064934185849,2.78245728011291,1.0896532050523051,0.7170513046091133,0.9118483779505516,Adult
F,1.0192772282795468,0.8047948728173591,0.3228061886361899,2.7741590345966647,1.1856355607717686,0.6479096809886044,0.901073427770777,Adult
I,1.0727138568101648,0.8522428832022916,0.2427926069386881,2.996795893369999,1.2382063431707353,0.6682720446239646,0.953800675350354,Child
M,0.9763865407902588,0.8508305668801188,0.3667828423791872,2.8953562830710875,1.3159950912354497,0.6508500386232479,0.9197294576712298,Adole
F,1.113973001093003,1.0144909144976415,0.3353125849866332,3.019974151059736,1.2596818154087943,0.8055254171578434,0.950197979727298,Adult
M,1.075384231671081,0.8490955080183146,0.3405753366345123,2.887768868834834,1.2398907292546182,0.6835744340705459,0.9506737999416456,Adult
M,0.4157525246580087,0.2822145071298335,0.0747243541178844,1.2160490151123122,0.6378933911986204,0.1943705752941804,0.3677950024565986,Child
I,0.4116450888456712,0.3683583911712265,0.0930559763614541,1.14190612125866,0.5246117188980742,0.2221225102162523,0.3368967698374818,Adole
I,0.353091006162807,0.3009231147621217,0.1095418824875333,1.2783843148427103,0.5399736015685984,0.3295653939797491,0.3818500005359418,Adole
M,0.3646955220449754,0.287954128806211,0.1154994619890954,1.2384639225481022,0.5526585951385227,0.2318208950326199,0.322402419110645,Adole
I,1.0501474171722645,0.8351938053585813,0.2963903737495354,2.8439706416574784,1.1645263395683552,0.6974929502212752,0.8676989870095551,Child
M,1.0047722164592674,0.8235976415610727,0.364739242859247,2.76854897260954,1.1554974545041383,0.6000561284002318,0.9379961541885884,Adult
M,1.0805146776223824,0.8149845926342616,0.3427080523618002,2.942410182786212,1.2490014558944005,0.742449386784187,0.9339687455433324,Adult
I,1.0379795627433916,0.8195617512176776,0.328729237968964,2.8120289793427213,1.2037206169327184,0.6597979320159182,0.9176068851610664,Child
M,0.979952384495806,0.7075788653736363,0.2897386122666707,2.567348577473195,1.0533681662548355,0.510763601292086,0.8633108598106074,Adult
F,1.0504257869746976,0.6450074407697493,0.3000030404213201,2.6005442358917183,1.135410463516653,0.6051060982223854,0.791701199580423,Adult
F,0.9850626008975076,0.7524602755569256,0.3253058073823477,2.7040888064522477,1.15189750155733,0.6169789128580522,0.914148716719882,Adult
M,0.9771969757358956,0.7715693964166425,0.3094793276374481,2.642492816317666,1.1449441844096313,0.6211611161771482,0.8638731486426257,Adult
F,1.1026877052441562,0.9544704546857872,0.3493531991580091,3.04458508941768,1.222775871203326,0.6931135439183569,1.0143227878612335,Adult
M,1.1114457628669077,0.9890121903778176,0.3706296136315465,3.079311569552409,1.2873061205594056,0.6856609051296938,1.0871552526382224,Adult
