Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight
M,0.5699816794578928,0.17120871381401143,0.09810863351402355,1.2731151567254253,0.025452345702405517,0.11238817559185381,0.10853087819710214
M,0.7114108150536755,0.20780903385559846,0.4971499784307699,1.1944860101401544,0.01712398743297556,0.08751079739257503,0.11391294046088588
I,0.615897838973145,0.24063916347403566,0.08928764367621946,1.168776221373279,0.016369348291030025,0.07346871759863977,0.06822107816663814
I,0.5326961047688024,0.07646632369813869,0.11444475587144683,1.2172716310409457,0.09337522181728852,0.11238601046342322,0.028513353921968854
I,0.3929262642103722,0.2009058009452795,0.06763058115476148,0.2539728366076833,0.03438667990861356,0.024891824047480245,0.00676100849618496
M,0.3644638362889757,0.3098731007056223,0.10569026221032518,0.31294194500992867,0.06114047878187882,0.10647810969776914,0.119121781991572
M,0.3645787864836874,0.30440825981710695,0.1238095153049052,0.20081967832918737,0.052739192301157464,0.04943619447009267,0.07425628216849302
M,0.4249708593036232,0.2922591826244791,0.15170685354812177,0.2752524058699786,0.15091848725201049,0.09493861651747068,0.020123038040554188
I,0.5781821638717173,0.15940068794938442,0.11692481284327075,0.9887445542751635,0.22935731238614626,0.12647694462406828,0.07184754903313342
M,0.6094520334590862,0.15657018625000813,0.0006714634403035685,1.0733504963489897,0.0043545334487420165,0.16649563360295222,0.08935692390578895
I,0.5748405082530006,0.10631367346433698,0.05591014374048614,1.0397743855090356,0.03853318626256087,0.10863207607911149,0.03656061107546202
M,0.5008634366335944,0.1499090487245761,0.01754187560207649,0.9249166646217801,0.03066354262104197,0.07806248101206054,0.11107115288022971
M,0.2693838763852285,0.15136183488077218,0.12829163872735644,1.6255826721964723,0.1580633949598503,0.4821788379404636,0.015707215165371866
I,0.10797299709207644,0.047530513549485,0.039897015290052996,1.5826864574725492,0.22595093628506235,0.387125585939201,0.02269862842435827
I,0.1767120526729856,0.14681158718844176,0.048637869475928984,1.567956031558166,0.14375192161619524,0.40330951404257276,0.027404818877919738
I,0.23854031044789348,0.22640020314885917,0.061603951756531494,1.6430612657032024,0.21417719564892337,0.31222375157414495,0.06140443964112553
I,0.049518290394075945,0.003703270444178529,0.05661834690281522,2.1352399754022873,0.40515953223764095,0.1649017148914489,0.08757154826570451
M,0.10730158531448804,0.07835741006975316,0.4970994089144503,2.1999309439662,0.32411268610149835,0.17159578252911767,0.14193388188795758
I,0.0782667977401685,0.07169937933468104,0.08683541108096392,2.102826453290736,0.44429864864646174,0.2550971799304357,0.20650764624857681
I,0.10150525002043352,0.08848812262731706,0.020055448669418108,2.1389165911776233,0.43859599137639194,0.24447012766757467,0.09174806132936539
F,0.8098998597882546,0.5527581640743465,0.24415450688757717,1.8034634563861547,0.9325489930184255,0.3115455568549911,0.552607295699615
F,0.8394420352517421,0.5597686080345609,0.30080463971588134,1.8828882802731668,0.9467876522668844,0.2841065543425766,0.6333193347460715
I,0.8129174083004675,0.5057447165303754,0.2760209582925304,1.6852468055076324,0.9090980693384124,0.18614300581035825,0.5356089352802469
M,0.8578833640744503,0.5980177411904205,0.33348405056569097,1.7671181480866043,0.9638961805220732,0.1333400478147651,0.5980707123691501
